,HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.eventId,Input.summaryId,Input.qIdList,Input.summary_text,Input.statement_1,Input.statement_2,Input.statement_3,Input.statement_4,Input.statement_5,Input.statement_6,Input.statement_7,Input.statement_8,Input.statement_9,Input.statement_10,Input.statement_11,Input.statement_12,Input.statement_13,Input.statement_14,Input.statement_15,Input.statement_16,Answer.S10Answer,Answer.S11Answer,Answer.S12Answer,Answer.S13Answer,Answer.S14Answer,Answer.S15Answer,Answer.S16Answer,Answer.S1Answer,Answer.S2Answer,Answer.S3Answer,Answer.S4Answer,Answer.S5Answer,Answer.S6Answer,Answer.S7Answer,Answer.S8Answer,Answer.S9Answer,Answer.feedback,Approve,Reject
112,3OJX0UFJ13V5SOJGEFIECSUH68JU9X,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 18:58:14 PDT 2020,2,BatchId:4050585;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 18:58:14 PDT 2020,,,3QY7M81QHCAQXTN5W6LTHTQZ86N7KX,A1XRIEYLA7ZJ3B,Submitted,2020-05-23 22:23:33,2020-05-23 22:32:17,Tue May 26 22:32:17 PDT 2020,,,,524,0% (0/0),0% (0/0),0% (0/0),cnndm7174,two_stage_rl_out,"['496', '497', '498', '499', '500', '501', '502', '503', '504', '505', '506', '507', '508', '509', '510', '511']","Leylandii hedge stands 40ft tall and has to be cut to 20ft in shade . Audrey Alexander , 54 , claims trees knocked £ 20 , 000 off the value of her house . She claims other neighbours have had to move their children from their bedrooms at night for fear of the falling branches . High Hedge Act 2013 allows neighbours to complain to the Council when a hedgerow blocks sunlight from reaching their garden .",Audrey Alexander wanted something from her neighbours.,Audrey Alexander wanted her neighbours to chop down their hedge.,The hedge was huge.,The hedge was 40ft,The hedge was a leylandii.,The hedge was blocking sunlight.,The hedge was blocking sunlight from reaching Audrey Alexander's home.,There was a feud in 1980.,The hedge blocked light from reaching a vegetable patch.,Council rules that hedge can stay.,Council rules that hedge must be cut back to 20 ft.,BLANK,BLANK,BLANK,BLANK,BLANK,n,p,n,n,n,n,n,n,n,p,p,p,n,n,n,n,{},,
114,3W31J70BBWKTNQL7WLO38VMRA2OKC7,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 18:58:14 PDT 2020,2,BatchId:4050585;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 18:58:14 PDT 2020,,,3FTOP5WARKCH4YH3TM081ZGZL3DJ06,AHKYVHP6591H8,Submitted,2020-05-23 21:44:02,2020-05-23 22:10:16,Tue May 26 22:10:16 PDT 2020,,,,1574,100% (31/31),100% (31/31),100% (31/31),cnndm1017,two_stage_rl_out,"['144', '145', '146', '147', '148', '149', '150', '151', '152', '153', '154', '155', '156', '157', '158', '159']",Anuradha Koirala is the founder of Maiti Nepal and the 2010 CNN Hero of the Year . She has offered to take in 200 other girls orphaned by the disaster . The public has been warned not to use the main water line due to risk of cholera .,Anuradha Koirala has been sleeping outdoors.,425/many young women and girls have been sleeping outdoors.,Many people have been sleeping outdoors because of aftershocks.,Pushpa Basnet was forced to evacuate her residence.,Pushpa Basnet cares for 45 children.,The children were forced to evacuate their residence.,Anuradha Koirala was a CNN Hero.,Pushpa Basnet was a CNN Hero.,Seven other CNN Heros were now assisting relief efforts.,The organizations of CNN Heros were now assisting relief efforts.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,n,n,n,n,n,n,p,n,n,{},,
115,3W31J70BBWKTNQL7WLO38VMRA2OKC7,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 18:58:14 PDT 2020,2,BatchId:4050585;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 18:58:14 PDT 2020,,,3IXEICO79776WCZN75UTC6DZW8XT6T,A2BCNRHZU9V7C4,Submitted,2020-05-23 23:10:18,2020-05-23 23:21:54,Tue May 26 23:21:54 PDT 2020,,,,696,0% (0/0),0% (0/0),0% (0/0),cnndm1017,two_stage_rl_out,"['144', '145', '146', '147', '148', '149', '150', '151', '152', '153', '154', '155', '156', '157', '158', '159']",Anuradha Koirala is the founder of Maiti Nepal and the 2010 CNN Hero of the Year . She has offered to take in 200 other girls orphaned by the disaster . The public has been warned not to use the main water line due to risk of cholera .,Anuradha Koirala has been sleeping outdoors.,425/many young women and girls have been sleeping outdoors.,Many people have been sleeping outdoors because of aftershocks.,Pushpa Basnet was forced to evacuate her residence.,Pushpa Basnet cares for 45 children.,The children were forced to evacuate their residence.,Anuradha Koirala was a CNN Hero.,Pushpa Basnet was a CNN Hero.,Seven other CNN Heros were now assisting relief efforts.,The organizations of CNN Heros were now assisting relief efforts.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,n,n,n,n,n,n,p,n,n,{},,
117,3OB6JN3AAUDSJGATZUREC3DHZ8MMRK,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 18:58:14 PDT 2020,2,BatchId:4050585;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 18:58:14 PDT 2020,,,3H0W84IWBPQXTCFA9Y8WOF4UPLXRE8,A3P7QP6K56ED2Z,Submitted,2020-05-24 00:51:39,2020-05-24 00:55:43,Wed May 27 00:55:43 PDT 2020,,,,244,0% (0/0),0% (0/0),0% (0/0),cnndm1944,two_stage_rl_out,"['240', '241', '242', '243', '244', '245', '246', '247', '248', '249', '250', '251', '252', '253', '254', '255']","Domenico Rancadore , 65 , fled to Italy in the 1990s and was convicted in his absence for his role as a ' Man of Honour ' . He was sentenced to seven years in 1999 for being a member of the Cosa Nostra . But in February he was told he must return to Italy to serve his sentence . But today it emerged that his case expired and his European Arrest Warrant is to be withdrawn .",Domenico Rancadore given a sentence.,Domenico Rancadore sentenced for 7 years.,Domenico Rancadore sentenced by Italian court.,Domenico Rancadore sentenced in 1999.,Domenico Rancadore was convicted for role as Man of Honour.,Domenico Rancadore took bribes from builders.,Domenico Rancadore was a Sicilian Mafia fugitive.,Domenico Rancadore lost battle against extradition to Italy.,Today a news emerged.,Domenico Rancadore was a 65 year old.,Domenico Rancadore's case expired in October last year.,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,p,p,p,n,n,n,n,{},,
119,3LN50BUKQZZN1LCTMQMA7VYDYL8PLT,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 18:58:14 PDT 2020,2,BatchId:4050585;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 18:58:14 PDT 2020,,,3GDTJDAPVZZPNVSRRNQFA6EY8V28M4,A2W02BZI9OCDNX,Submitted,2020-05-24 01:03:31,2020-05-24 01:04:04,Wed May 27 01:04:04 PDT 2020,,,,33,0% (0/0),0% (0/0),0% (0/0),cnndm9325,two_stage_rl_out,"['992', '993', '994', '995', '996', '997', '998', '999', '1000', '1001', '1002', '1003', '1004', '1005', '1006', '1007']","Figures from the Catholic Church show number of women taking holy vows has trebled from 15 in 2009 to 45 last year . From a low of only seven in 2004 , the figure has been rising for the past decade . Theodora Hawksley , 29 , was until recently a post - doctoral researcher in theology at the University of Edinburgh . She is now living in their house in Willesden , North London , while taking the first steps towards making vows of poverty , chastity and obedience .",There are figures/numbers from the Catholic Church.,Figures/Numbers show more and more becoming nuns.,A number of women are taking holy vows.,The number of women taking holy vows stood at just seven sometime in the past.,The number of women taking holy vows was seven in 2004.,The number of women taking holy vows had risen to 15.,The number of women taking holy vows had had risen to 15 in 2009.,The number of women taking holy vows had risen to 45.,The number of women taking holy vows had had risen to 45 in the last year.,One father made a statement.,The statement was about the reason people are being led towards religion.,The statement cites ' gap in the market for meaning ' as reason for people being led towards religion,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,n,n,p,p,p,p,p,p,p,{},,
120,3VEI3XUC0VLY4J76RAJ6T77C4DXRPL,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 18:58:14 PDT 2020,2,BatchId:4050585;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 18:58:14 PDT 2020,,,3R3YRB5GRKRMJRQFXN1FX71NB5VUAC,A2GMGP393VX96T,Submitted,2020-05-23 23:17:58,2020-05-23 23:20:03,Tue May 26 23:20:03 PDT 2020,,,,125,0% (0/0),0% (0/0),0% (0/0),cnndm2736,two_stage_rl_out,"['304', '305', '306', '307', '308', '309', '310', '311', '312', '313', '314', '315', '316', '317', '318', '319']","Eva Chapin , 34 , from West Linn , Oregon , was booked into jail . She left a string of offensive post - it notes on the door of the family home . One of the notes read : ' I Am Not Racist ' . Another said : ' apes were never meant to drive so stop ' .",Eva Chapin is 34 years old.,Eva Chapi is from West Linn.,Eva Chapi is from Oregon.,Eva Chapi has been accused of harassment.,Eva Chapi referred to her neighbors as ' n ***** '.,Eva Chapi insists she is not racist.,Eva Chapi wront a note.,The note said that there were non [ expletive ] in West Linn untill the neighbors came.,Victim/neighbors said her family may be forced to move.,Victim/neighbors said they don't feel safe.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,p,n,n,p,p,n,n,{},,
122,3FW4EL5A4PCL8SPFAMTTWMRBHBQ22V,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 18:58:14 PDT 2020,2,BatchId:4050585;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 18:58:14 PDT 2020,,,382M9COHEM3P947RDS31TQREWKKUEY,AM7FYVGVOEP66,Submitted,2020-05-23 21:37:38,2020-05-23 21:38:29,Tue May 26 21:38:29 PDT 2020,,,,51,0% (0/0),0% (0/0),0% (0/0),cnndm11049,two_stage_rl_out,"['96', '97', '98', '99', '100', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111']",The Wrap - Mercedes - Benz Fashion Week came to a close on Thursday night in Sydney . Toni Matice and Bondi Bather sent models down the runway with sequins and beads glued to their faces . Johanna Johnson showed full - - bizarre golds and bronzes on the catwalk .,Fashion Week was in Australia.,Mercedes-Benz Fashion Week was in Australia.,Fashion week was in 2015.,Fashion week ended on Thursday night.,Fashion week ended in Sydney.,Maticevski was a stand-out show.,Romance was born was a stand-out show.,Tome was a stand-out show.,Steven Khalil was a stand-out show.,Johanna Johnson was a stand-out show.,Sheer fabrics were recurring trends.,Metallic fabrics were recurring trends.,Slouchy silhouettes were recurring trends.,Voluminous silhouettes were recurring trends.,BLANK,BLANK,n,n,n,n,n,n,n,p,p,n,p,p,n,n,n,n,{},,
123,3FW4EL5A4PCL8SPFAMTTWMRBHBQ22V,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 18:58:14 PDT 2020,2,BatchId:4050585;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 18:58:14 PDT 2020,,,3JNQLM5FT9AUVY8HBUGZ02M6MQG2LP,A3PYB8Z6FFWSOV,Submitted,2020-05-24 00:22:54,2020-05-24 00:23:57,Wed May 27 00:23:57 PDT 2020,,,,63,0% (0/0),0% (0/0),0% (0/0),cnndm11049,two_stage_rl_out,"['96', '97', '98', '99', '100', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111']",The Wrap - Mercedes - Benz Fashion Week came to a close on Thursday night in Sydney . Toni Matice and Bondi Bather sent models down the runway with sequins and beads glued to their faces . Johanna Johnson showed full - - bizarre golds and bronzes on the catwalk .,Fashion Week was in Australia.,Mercedes-Benz Fashion Week was in Australia.,Fashion week was in 2015.,Fashion week ended on Thursday night.,Fashion week ended in Sydney.,Maticevski was a stand-out show.,Romance was born was a stand-out show.,Tome was a stand-out show.,Steven Khalil was a stand-out show.,Johanna Johnson was a stand-out show.,Sheer fabrics were recurring trends.,Metallic fabrics were recurring trends.,Slouchy silhouettes were recurring trends.,Voluminous silhouettes were recurring trends.,BLANK,BLANK,n,n,n,n,n,n,n,p,p,n,p,p,n,n,n,n,{},,
124,336OE47KJ68GHZLOCG2BMY4BIGDWVE,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 18:58:14 PDT 2020,2,BatchId:4050585;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 18:58:14 PDT 2020,,,320DUZ38GCAEF2SO7OPBMR3FSK2GJ6,AHKYVHP6591H8,Submitted,2020-05-23 21:43:59,2020-05-23 22:05:04,Tue May 26 22:05:04 PDT 2020,,,,1265,100% (31/31),100% (31/31),100% (31/31),cnndm11343,two_stage_rl_out,"['400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '413', '414', '415']",Danilo will join Real Madrid in the summer in a deal worth £ 23million . The Brazil right back has been linked with a move to Real Madrid . Porto have reached the last eight of this year ' S Champions League .,Danilo agrred this week.,Danilo agreed to join Real Madrid.,Danilo agreed to join in the summer.,Danilo agreed to join for 23 million.,Total player sales is 440 million since 2004.,James Rodriguez sold by Porto.,Pepe sold by Porto.,Radamel Falcao sold by Porto.,Click here for all the latest Real Madrid News .,Players sold by Porto.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,n,p,p,p,n,n,n,n,n,{},,
126,3NC6WP7WKL8TWOLT2Q7780NPPPFWWO,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 18:58:14 PDT 2020,2,BatchId:4050585;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 18:58:14 PDT 2020,,,3EWIJTFFVTV9TIVBFLPH4J37GVP0EA,A12ATVBE1I4567,Submitted,2020-05-23 23:08:06,2020-05-23 23:31:30,Tue May 26 23:31:30 PDT 2020,,,,1404,0% (0/0),0% (0/0),0% (0/0),cnndm5231,two_stage_rl_out,"['480', '481', '482', '483', '484', '485', '486', '487', '488', '489', '490', '491', '492', '493', '494', '495']","A pair of Border Collies were caught on camera performing a balancing act using a human as their base . Ace and Holly stood up high on their hind legs , with their front paws up . Dai Aoki runs the Waterloo , Australia - based dog training company positive dog care .",Ace is a Border Collie.,Holly is a Border Collie.,The Border Collies (or Ace and Holly) were caught on camera.,The Border Collies performed a gravity defying feat.,The Border Collies were pooches.,The Border Collies / pooches stood on their hind legs.,The Border Collies stood on their owner/their trainer/Dai Aoki.,Dai Aoki is the trainer of the Border Collies/pooches.,Dai Aoki is the owner of the Border Collies/pooches.,The Border Collies have appeared in a number of videos.,The videos show the Border Collies showing off their tricks.,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,p,n,n,p,n,n,n,{},,
128,3ZLW647WBPJATALYEM7YFWW3NPQ236,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 18:58:14 PDT 2020,2,BatchId:4050585;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 18:58:14 PDT 2020,,,340UGXU9D3P6BFTD8ISBTUF0WFPVU7,A1A3J5IXCM8A7X,Submitted,2020-05-23 21:54:36,2020-05-23 21:55:11,Tue May 26 21:55:11 PDT 2020,,,,35,0% (0/0),0% (0/0),0% (0/0),cnndm8815,two_stage_rl_out,"['176', '177', '178', '179', '180', '181', '182', '183', '184', '185', '186', '187', '188', '189', '190', '191']","Simon Wood , 38 , from Oldham won masterchef Last Friday . He Hasn ' t been on a single cookery course or even had one lesson . Wannabe chefs with their eye on a career as Gordon Ramsay or Jamie Oliver should take note - It Doesn ' t have to cost a fortune .",Simon Wood was 38 years old.,Simon Wood was from Oldham.,Simon Wood won Masterchef.,Simon Wood won Masterchef last Friday.,Simon Wood was a father of four.,Simon Wood got cooking skills.,Simon Wood fed his culinary creations to his kids.,Simon Wood was an award winning chef.,Simon Wood talked about his favourite meals.,One of Simon Wood's favourite meals was a plain omelette.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,p,p,n,n,n,n,n,{},,
129,3ZLW647WBPJATALYEM7YFWW3NPQ236,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 18:58:14 PDT 2020,2,BatchId:4050585;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 18:58:14 PDT 2020,,,3QFUFYSY933IYKD8TXWPY4EK98E4F6,A12ATVBE1I4567,Submitted,2020-05-23 22:01:28,2020-05-23 22:30:32,Tue May 26 22:30:32 PDT 2020,,,,1744,0% (0/0),0% (0/0),0% (0/0),cnndm8815,two_stage_rl_out,"['176', '177', '178', '179', '180', '181', '182', '183', '184', '185', '186', '187', '188', '189', '190', '191']","Simon Wood , 38 , from Oldham won masterchef Last Friday . He Hasn ' t been on a single cookery course or even had one lesson . Wannabe chefs with their eye on a career as Gordon Ramsay or Jamie Oliver should take note - It Doesn ' t have to cost a fortune .",Simon Wood was 38 years old.,Simon Wood was from Oldham.,Simon Wood won Masterchef.,Simon Wood won Masterchef last Friday.,Simon Wood was a father of four.,Simon Wood got cooking skills.,Simon Wood fed his culinary creations to his kids.,Simon Wood was an award winning chef.,Simon Wood talked about his favourite meals.,One of Simon Wood's favourite meals was a plain omelette.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,p,p,n,n,n,n,n,{},,
130,3R868ACW5W01TX0YY8NWL1VJC3TZGI,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 18:58:14 PDT 2020,2,BatchId:4050585;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 18:58:14 PDT 2020,,,3NS0A6KXC9W4FHXSPASXALR5BIGGZS,A39XF45WLMIGX2,Submitted,2020-05-23 21:58:00,2020-05-23 22:02:08,Tue May 26 22:02:08 PDT 2020,,,,248,100% (2/2),100% (2/2),100% (2/2),cnndm4725,two_stage_rl_out,"['528', '529', '530', '531', '532', '533', '534', '535', '536', '537', '538', '539', '540', '541', '542', '543']",Rory mcilroy battled with Fifty Shades of Grey star Jamie Dornan . The 25 - year - old defeated the film star 2 - 1 to take the Crown . The duo were taking part in the First Circular Soccer Showdown of 2015 .,Rory Mcilroy faced with Jamie Dornan.,Jamie Dornan was in fifty shades of Grey.,mcilroy and Dornan took part in the Circular Soccer Showdown.,It was the first circular soccer showdown of 2015.,Mcilroy finished strongly.,Mcilroy finished fourth.,Mcilroy played at the masters.,It Won't be too long before mcilroy wins a Masters .,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,p,p,p,n,n,n,n,{},,
