,HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.eventId,Input.summaryId,Input.qIdList,Input.summary_text,Input.statement_1,Input.statement_2,Input.statement_3,Input.statement_4,Input.statement_5,Input.statement_6,Input.statement_7,Input.statement_8,Input.statement_9,Input.statement_10,Input.statement_11,Input.statement_12,Input.statement_13,Input.statement_14,Input.statement_15,Input.statement_16,Answer.S10Answer,Answer.S11Answer,Answer.S12Answer,Answer.S13Answer,Answer.S14Answer,Answer.S15Answer,Answer.S16Answer,Answer.S1Answer,Answer.S2Answer,Answer.S3Answer,Answer.S4Answer,Answer.S5Answer,Answer.S6Answer,Answer.S7Answer,Answer.S8Answer,Answer.S9Answer,Answer.feedback,Approve,Reject
97,3I7SHAD36QKI1XQEQGT87MMHYWRM7K,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 17:12:15 PDT 2020,2,BatchId:4050530;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 17:12:15 PDT 2020,,,3DL65MZB8I3TNAQRR1I1ZK58PJYECR,A12ATVBE1I4567,Submitted,2020-05-23 18:50:52,2020-05-23 19:09:30,Tue May 26 19:09:30 PDT 2020,,,,1118,0% (0/0),0% (0/0),0% (0/0),cnndm9393,bart_out,"['1168', '1169', '1170', '1171', '1172', '1173', '1174', '1175', '1176', '1177', '1178', '1179', '1180', '1181', '1182', '1183']","Kathy Ferreiro , 21 , has been dubbed the ' Cuban Kim Kardashian ' her Instagram and Twitter accounts are attracting new followers daily . The Miami - based Latina has a huge following in Colombia and other Latin American countries . She says that her pictures are ' 100 percent real ' without photoshopping .",Kathy Ferreiro is born in Cuba.,Kathy Ferreiro's curves have attracted fans on social media.,Kathy Ferreiro loves Bikini.,Kathy Ferreiro says photos of her booty are all natural.,Kathy Ferreiro is Miami based.,Kathy Ferreiro is a party girl.,Kathy Ferreiro hopes to become next Kim Kardashian.,Kathy Ferreiro has a huge following in Colombia,Kathy Ferreiro has a huge following in other Latin American countries.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,n,n,n,n,p,n,n,p,p,{},,
98,3IQ9O0AYXANJ3CXUI4YHKP7I6KYTIN,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 17:12:20 PDT 2020,2,BatchId:4050530;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 17:12:20 PDT 2020,,,3HMVI3QICOG76CXKB55BPREX3YY1YP,AHKYVHP6591H8,Submitted,2020-05-23 17:13:30,2020-05-23 17:27:36,Tue May 26 17:27:36 PDT 2020,,,,846,100% (31/31),100% (31/31),100% (31/31),cnndm3152,bart_out,"['1440', '1441', '1442', '1443', '1444', '1445', '1446', '1447', '1448', '1449', '1450', '1451', '1452', '1453', '1454', '1455']","The 21 - year - old singer argued with security after being stopped at the artists ' entrance where Drake was performing at the event in Indio , California . A video obtained by TMZ appears to shows Bieber being put in a chokehold and escorted from the area . Sources close to Bieber told TMZ that he voluntarily left and was considering taking legal action against the security guards . Bieber missed Drake's set , which featured a surprise performance from Madonna .",Bieber is the singer.,Singer/Bieber arrived at the artists' entrance.,Singer/Bieber tried to gain entry to Drake's gig .,Security said area was at full capacity.,Security denied admission.,A row erupted.,A staffer tried to get singer/Bieber into the gig .,That staffer was a Coachella staffer .,Security intervened.,Security put singer/Bieber in chokehold.,Security removed singer/Bieber from the area .,Admission was denied to singer/Bieber.,The security was festival security.,BLANK,BLANK,BLANK,p,p,p,n,n,n,n,p,p,p,n,p,n,n,n,p,{},,
99,3IQ9O0AYXANJ3CXUI4YHKP7I6KYTIN,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 17:12:20 PDT 2020,2,BatchId:4050530;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 17:12:20 PDT 2020,,,3IXEICO79776WCZN75UTC6DZW79T63,A314XJY8V1YL12,Submitted,2020-05-23 18:48:48,2020-05-23 18:51:32,Tue May 26 18:51:32 PDT 2020,,,,164,0% (0/0),0% (0/0),0% (0/0),cnndm3152,bart_out,"['1440', '1441', '1442', '1443', '1444', '1445', '1446', '1447', '1448', '1449', '1450', '1451', '1452', '1453', '1454', '1455']","The 21 - year - old singer argued with security after being stopped at the artists ' entrance where Drake was performing at the event in Indio , California . A video obtained by TMZ appears to shows Bieber being put in a chokehold and escorted from the area . Sources close to Bieber told TMZ that he voluntarily left and was considering taking legal action against the security guards . Bieber missed Drake's set , which featured a surprise performance from Madonna .",Bieber is the singer.,Singer/Bieber arrived at the artists' entrance.,Singer/Bieber tried to gain entry to Drake's gig .,Security said area was at full capacity.,Security denied admission.,A row erupted.,A staffer tried to get singer/Bieber into the gig .,That staffer was a Coachella staffer .,Security intervened.,Security put singer/Bieber in chokehold.,Security removed singer/Bieber from the area .,Admission was denied to singer/Bieber.,The security was festival security.,BLANK,BLANK,BLANK,p,p,p,n,n,n,n,p,p,p,n,p,p,n,n,p,{},,
100,3IYI9285XWOYC6FPE0OR7GMEVDNJC6,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 17:12:11 PDT 2020,2,BatchId:4050530;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 17:12:11 PDT 2020,,,3M68NM076MVTGXMV3GPYCRCH8M3R6F,AE861G0AY5RGT,Submitted,2020-05-23 17:41:44,2020-05-23 17:56:00,Tue May 26 17:56:00 PDT 2020,,,,856,0% (0/0),0% (0/0),0% (0/0),cnndm3789,bart_out,"['848', '849', '850', '851', '852', '853', '854', '855', '856', '857', '858', '859', '860', '861', '862', '863']","Justin Rose finished second at the Masters after Carding 14 - under - par total . Rose had missed the cut in three of his previous five tournaments on the PGA Tour . Rose wants to follow the lead of Rory McIlroy , who had a relentless winning streak in the summer of 2014 .",Justin Rose played at the Masters 2015.,Justin Rose's total has only been bettered six times at the The Masters.,Justin Rose hopes to take some titles across the year.,Justin Rose played at the Masters 2015 on 14-under-par.,Justin Rose finished as joint runner-up.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,{},,
101,3IYI9285XWOYC6FPE0OR7GMEVDNJC6,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 17:12:11 PDT 2020,2,BatchId:4050530;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 17:12:11 PDT 2020,,,3MD9PLUKKN2AP9EECE5S0502CTMNZP,A12ATVBE1I4567,Submitted,2020-05-23 19:05:01,2020-05-23 19:18:37,Tue May 26 19:18:37 PDT 2020,,,,816,0% (0/0),0% (0/0),0% (0/0),cnndm3789,bart_out,"['848', '849', '850', '851', '852', '853', '854', '855', '856', '857', '858', '859', '860', '861', '862', '863']","Justin Rose finished second at the Masters after Carding 14 - under - par total . Rose had missed the cut in three of his previous five tournaments on the PGA Tour . Rose wants to follow the lead of Rory McIlroy , who had a relentless winning streak in the summer of 2014 .",Justin Rose played at the Masters 2015.,Justin Rose's total has only been bettered six times at the The Masters.,Justin Rose hopes to take some titles across the year.,Justin Rose played at the Masters 2015 on 14-under-par.,Justin Rose finished as joint runner-up.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,{},,
102,3JU8CV4BSP0V76FQZI22ZC27TQCOP8,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 17:12:12 PDT 2020,2,BatchId:4050530;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 17:12:12 PDT 2020,,,34S6N1K2Z07YAOBZUFJ6N6S8B8YHLK,AE861G0AY5RGT,Submitted,2020-05-23 18:09:03,2020-05-23 18:11:49,Tue May 26 18:11:49 PDT 2020,,,,166,0% (0/0),0% (0/0),0% (0/0),cnndm7058,bart_out,"['288', '289', '290', '291', '292', '293', '294', '295', '296', '297', '298', '299', '300', '301', '302', '303']",Real Madrid travel to Rayo Vallecano in La Liga on Wednesday night . Cristiano Ronaldo scored five in Real's 9 - 1 win against Granada at the weekend . The 30 - year - old has now scored 36 goals in the league so far this season . Lionel Messi is in contention to win the Pichichi Trophy at the end of the season .,Real Madrid played Granada.,Real Madrid played at the Weekend.,Granada played at the weekend.,Real Madrid beat Granada.,Real Madrid beat Granada 9 - 1.,Cristiano Ronaldo scored five.,Cristiano Ronaldo's tally is 36 for the season.,Real travel to Rayo Vallecano.,Real play on Wednesday night.,Rayo Vallecano play on Wednesday night.,Juventus played Fiorentina.,Juventus beat Fiorentina 3 - 0.,Juventus reach Coppa Italia Final.,Juventus reach Coppa Italia Final on Tuesday.,BLANK,BLANK,p,n,n,n,n,n,n,p,p,p,p,p,p,p,p,p,{},,
103,3JU8CV4BSP0V76FQZI22ZC27TQCOP8,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 17:12:12 PDT 2020,2,BatchId:4050530;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 17:12:12 PDT 2020,,,3PH3VY7DJQL0C3NS4FWFWODT55OWZN,A12ATVBE1I4567,Submitted,2020-05-23 18:45:01,2020-05-23 19:05:23,Tue May 26 19:05:23 PDT 2020,,,,1222,0% (0/0),0% (0/0),0% (0/0),cnndm7058,bart_out,"['288', '289', '290', '291', '292', '293', '294', '295', '296', '297', '298', '299', '300', '301', '302', '303']",Real Madrid travel to Rayo Vallecano in La Liga on Wednesday night . Cristiano Ronaldo scored five in Real's 9 - 1 win against Granada at the weekend . The 30 - year - old has now scored 36 goals in the league so far this season . Lionel Messi is in contention to win the Pichichi Trophy at the end of the season .,Real Madrid played Granada.,Real Madrid played at the Weekend.,Granada played at the weekend.,Real Madrid beat Granada.,Real Madrid beat Granada 9 - 1.,Cristiano Ronaldo scored five.,Cristiano Ronaldo's tally is 36 for the season.,Real travel to Rayo Vallecano.,Real play on Wednesday night.,Rayo Vallecano play on Wednesday night.,Juventus played Fiorentina.,Juventus beat Fiorentina 3 - 0.,Juventus reach Coppa Italia Final.,Juventus reach Coppa Italia Final on Tuesday.,BLANK,BLANK,p,n,n,n,n,n,n,p,p,p,p,p,p,p,p,p,{},,
104,3KTZHH2OOM3M1BVX0LLELMIC9GXM87,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 17:12:16 PDT 2020,2,BatchId:4050530;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 17:12:16 PDT 2020,,,3DBQWDE4YBMCIVUP5QYCB1T7BU15NN,A7NZ814Q5MX2R,Submitted,2020-05-23 17:27:35,2020-05-23 17:36:35,Tue May 26 17:36:35 PDT 2020,,,,540,0% (0/0),0% (0/0),0% (0/0),cnndm5334,bart_out,"['1472', '1473', '1474', '1475', '1476', '1477', '1478', '1479', '1480', '1481', '1482', '1483', '1484', '1485', '1486', '1487']","Chloe Owens , 27 , from Swanley , Kent , came up with the idea for Bump 2 breast when she was pregnant with daughter Lola , now three months old . The mobile app contains a huge amount of information on everything from late stage pregnancy and birth to breastfeeding . App has already been downloaded 20,000 times and is getting rave reviews .",Chloe Owens is 27.,Chloe Owens is from Swanley.,Chloe Owens designed a new app.,The new app is Bump 2 breast .,Chloe Owens came up with the idea when pregnant.,Chloe Owens was pregnant with daughter.,Chloe Owens' daughter is Lola.,Chloe Owens' daughter is now three months.,Chloe Owens says her and husband felt like 'Rabbits in headlights'.,Chloe Owens says her and husband felt a certain way at first.,Chloe Owens' husband is David.,Chloe Owens struggled to remember which boob to use.,Chloe Owens' reference to boobs was for breastfeeding.,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,p,p,p,p,p,p,n,{},,
106,3KWGG5KP7NQODELAHX1JN8EVZ7IMCD,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 17:12:16 PDT 2020,2,BatchId:4050530;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 17:12:16 PDT 2020,,,32AT8R96GQXQJNC9ENN6I7VTXACUSG,AHKYVHP6591H8,Submitted,2020-05-23 18:39:35,2020-05-23 19:12:07,Tue May 26 19:12:07 PDT 2020,,,,1952,100% (31/31),100% (31/31),100% (31/31),cnndm4315,bart_out,"['1184', '1185', '1186', '1187', '1188', '1189', '1190', '1191', '1192', '1193', '1194', '1195', '1196', '1197', '1198', '1199']","The sports brand features prominently on a leaflet distributed in Raqqa . It warns Isis Jihadis about items of clothing they are no longer allowed to wear . Leaflet threatens both the buyer and seller of Nike products with punishments . This is despite the fact one of the group's most famous commanders , Abu Waheeb , is well known for wearing Western sportswear , including items made by Nike and Adidas .",Jihadis face fines fines for wearing Nike products.,Jihadis face whipping for wearing Nike products.,Jihadis face jail time for wearing Nike products.,Jihadis have banned Nike products.,Ban is due to the brand name.,The Nike brand name is shared with a Greek goddess.,Ban is also due to how the brand name sounds in Arabic.,The brand name sounds like sexual slang words in Arabic.,People under ISIS are already banned from wearing jeans.,ISIS also banned items of clothing carrying provocative language or swear words.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,n,n,n,p,n,n,n,n,n,{},,
107,3KWGG5KP7NQODELAHX1JN8EVZ7IMCD,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 17:12:16 PDT 2020,2,BatchId:4050530;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 17:12:16 PDT 2020,,,3A7Y0R2P2TCP1ONEWYPFAD3AV96JX7,AE861G0AY5RGT,Submitted,2020-05-23 17:30:10,2020-05-23 17:34:27,Tue May 26 17:34:27 PDT 2020,,,,257,0% (0/0),0% (0/0),0% (0/0),cnndm4315,bart_out,"['1184', '1185', '1186', '1187', '1188', '1189', '1190', '1191', '1192', '1193', '1194', '1195', '1196', '1197', '1198', '1199']","The sports brand features prominently on a leaflet distributed in Raqqa . It warns Isis Jihadis about items of clothing they are no longer allowed to wear . Leaflet threatens both the buyer and seller of Nike products with punishments . This is despite the fact one of the group's most famous commanders , Abu Waheeb , is well known for wearing Western sportswear , including items made by Nike and Adidas .",Jihadis face fines fines for wearing Nike products.,Jihadis face whipping for wearing Nike products.,Jihadis face jail time for wearing Nike products.,Jihadis have banned Nike products.,Ban is due to the brand name.,The Nike brand name is shared with a Greek goddess.,Ban is also due to how the brand name sounds in Arabic.,The brand name sounds like sexual slang words in Arabic.,People under ISIS are already banned from wearing jeans.,ISIS also banned items of clothing carrying provocative language or swear words.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,n,n,n,p,n,n,n,n,n,{},,
108,3L2OEKSTXDYMVSKBJO9PFH5JIQB8YJ,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 17:12:12 PDT 2020,2,BatchId:4050530;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 17:12:12 PDT 2020,,,39U1BHVTDQF7ZTC5O3WV531FMG6T3W,AHKYVHP6591H8,Submitted,2020-05-23 18:40:52,2020-05-23 19:03:28,Tue May 26 19:03:28 PDT 2020,,,,1356,100% (31/31),100% (31/31),100% (31/31),cnndm9086,bart_out,"['624', '625', '626', '627', '628', '629', '630', '631', '632', '633', '634', '635', '636', '637', '638', '639']","Brendan Rodgers has written off Manchester City's chances of signing Raheem Sterling this summer . City have been heavily linked with a £ 50million move for Sterling , who has two years left on his contract and is stalling on a new deal . The champions have also monitored vice - Captain Jordan Henderson . Rodgers indicated it could take two decades for city to reach the status of either Liverpool or Manchester United .",Manchester City have been linked with Raheem Sterling.,Manchester City have been linked with summer move for Raheem Sterling.,Raheem Sterling has two years left on his contract.,Raheem Sterling is stalling on a new deal.,Brendan Rodgers says a move to city would not be a step up for Sterling.,Brendan Rodgers indicated it will take Manchester City 20 years to eclipse Liverpool.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,p,p,n,n,n,n,n,{},,
109,3L2OEKSTXDYMVSKBJO9PFH5JIQB8YJ,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 17:12:12 PDT 2020,2,BatchId:4050530;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 17:12:12 PDT 2020,,,3V0Z7YWSI3OXR3KBPYI5NBK8DNTV2A,AFQKLIYNCVZTL,Submitted,2020-05-23 19:43:18,2020-05-23 19:44:37,Tue May 26 19:44:37 PDT 2020,,,,79,0% (0/0),0% (0/0),0% (0/0),cnndm9086,bart_out,"['624', '625', '626', '627', '628', '629', '630', '631', '632', '633', '634', '635', '636', '637', '638', '639']","Brendan Rodgers has written off Manchester City's chances of signing Raheem Sterling this summer . City have been heavily linked with a £ 50million move for Sterling , who has two years left on his contract and is stalling on a new deal . The champions have also monitored vice - Captain Jordan Henderson . Rodgers indicated it could take two decades for city to reach the status of either Liverpool or Manchester United .",Manchester City have been linked with Raheem Sterling.,Manchester City have been linked with summer move for Raheem Sterling.,Raheem Sterling has two years left on his contract.,Raheem Sterling is stalling on a new deal.,Brendan Rodgers says a move to city would not be a step up for Sterling.,Brendan Rodgers indicated it will take Manchester City 20 years to eclipse Liverpool.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,p,p,n,n,n,n,n,{},,
110,3LG268AV4CUU7SIGIW3VZV88Q6UERM,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 17:12:21 PDT 2020,2,BatchId:4050530;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 17:12:21 PDT 2020,,,34X6J5FLPYM5SRM2AKUNG57HY6KQJI,A110SC5K5Y3IHS,Submitted,2020-05-23 17:35:26,2020-05-23 17:39:53,Tue May 26 17:39:53 PDT 2020,,,,267,0% (0/0),0% (0/0),0% (0/0),cnndm10595,bart_out,"['976', '977', '978', '979', '980', '981', '982', '983', '984', '985', '986', '987', '988', '989', '990', '991']",Jurgen Klopp will leave Borussia Dortmund at the end of the season . The German has been linked with a move to the Premier League . Arsenal defender Per Mertesacker says Klopp would be a good fit in England . The 47 - year - old has won two Bundesliga titles and the Champions League .,Jurgen Klopp will leave Borussia Dortmund.,Jurgen Klopp will leave at the end of the season.,Borussia Dortmund is a German team.,Jurgen Klopp enjoyed success with the club.,Jurgen Klopp had seven - year stint at the club.,Jurgen Klopp is linked with Manchester City.,Jurgen Klopp is linked with Manchester United.,Jurgen Klopp is linked with Arsenal.,Per Mertesacker made a statement about Jurgen Klopp.,Per Mertesacker would like to see Klopp in the Premier League.,Jurgen Klopp is the boss of a German club.,BLANK,BLANK,BLANK,BLANK,BLANK,n,p,n,n,n,n,n,p,p,n,n,n,n,n,n,p,{},,
